0,1724,4668
1,2102,2724
2,5268,5667
3,4242,1549
4,1013,2
5,2139,221
6,2734,3
7,8411,25
8,4923,5424
9,4536,1407
10,6114,1435
11,2490,5
12,6816,10
13,765,31
14,2436,1028
15,866,1415
16,4998,934
17,3500,1028
18,3132,33
19,6063,10
20,2406,12
21,4888,9
22,2516,13
23,702,6107
24,6056,1899
25,4406,3310
26,3412,2064
27,2797,2064
28,4855,3310
29,1224,6725
30,3924,6354
31,3899,1414
32,1403,6921
33,3412,3884
34,1498,21
35,3025,290
36,809,2
37,1665,221
38,4365,1079
39,2209,2927
40,1017,2
41,2143,221
42,4649,554
43,14589,4871
44,2853,4767
45,5457,4435
46,814,32
47,2452,33
48,4590,934
49,5243,10
50,700,1415
51,6044,34
52,4608,35
53,4017,1445
54,2349,37
55,4086,3169
56,5407,5116
57,5188,40
58,2227,7077
59,2044,2627
60,952,1628
61,7299,4323
62,11732,2742
63,6621,2419
64,5974,6934
65,2308,44
66,3138,2417
67,734,3549
68,2223,2704
69,2420,50
70,3709,51
71,3803,4752
72,4170,6607
73,2382,4363
74,5042,5424
75,3335,6
76,2897,54
77,2524,5652
78,1884,56
79,539,5916
80,3282,57
81,2731,5915
82,1105,1035
83,1983,3492
84,896,2737
85,4194,4277
86,753,5023
87,660,5958
88,3130,4032
89,3269,65
90,1845,67
91,2738,1462
92,1900,4447
93,1281,4627
94,3997,5374
95,6364,2739
96,1217,5014
97,4728,6202
98,8990,2786
99,2980,2784
100,5191,4310
101,3335,3654
102,1214,2811
103,1167,2812
104,707,2813
105,3059,6974
106,2755,6250
107,5058,507
108,574,2831
109,4347,2037
110,3444,3631
111,2046,4679
112,5435,78
113,2193,63
114,1585,82
115,6026,83
116,6132,4048
117,5350,4030
118,1088,2674
119,1048,4028
120,6138,2600
121,2134,4049
122,2717,6693
123,1944,4049
124,3300,5295
125,1735,3939
126,2834,4693
127,1409,3046
128,5004,5511
129,3264,5720
130,3034,5262
131,1230,5718
132,1301,237
133,11998,750
134,1205,6632
135,946,6632
136,11830,750
137,6416,474
138,5311,5799
139,507,5312
140,942,3334
141,1962,4776
142,10683,3186
143,1117,3377
144,3179,106
145,4776,2531
146,782,99
147,5262,2234
148,3816,161
149,1210,6657
150,1990,1721
151,2117,5568
152,1634,102
153,2388,6307
154,2599,1917
155,2546,5267
156,4217,5798
157,2467,96
158,4355,2531
159,518,4166
160,4029,5533
161,961,4798
162,3595,274
163,3623,147
164,3769,174
165,1943,6362
166,1499,1879
167,2013,1816
168,977,6117
169,653,5632
170,3680,4089
171,1275,114
172,2721,115
173,7206,118
174,5798,122
175,3658,5713
176,8239,6364
177,2820,7192
178,10052,5301
179,4778,7133
180,976,1222
181,3718,753
182,4815,123
183,5371,4655
184,1398,3938
185,4604,5511
186,2652,4693
187,1010,3046
188,836,5051
189,1564,5900
190,5167,6655
191,3282,5907
192,5094,2394
193,2998,129
194,2168,601
195,3340,5885
196,4815,2297
197,3198,5885
198,1485,6420
199,5165,4178
200,6149,7028
201,1100,3024
202,5278,7076
203,541,1942
204,1491,137
205,2169,103
206,855,1554
207,1801,5242
208,1432,5152
209,3417,7087
210,4089,6872
211,671,2236
212,3429,4026
213,2406,5371
214,2678,3336
215,3472,5408
216,777,5975
217,1126,146
218,1250,2110
219,1265,109
220,1241,1239
221,898,109
222,2344,5843
223,2660,4754
224,1081,4183
225,2357,2528
226,1193,149
227,2556,145
228,2555,173
229,4724,2551
230,3598,2973
231,1795,2972
232,4847,3339
233,4702,6882
234,3143,2973
235,4508,6882
236,1342,2972
237,4394,3339
238,3801,154
239,3081,7146
240,8227,7182
241,5245,2238
242,4741,1665
243,1423,2335
244,3628,878
245,5073,2234
246,2278,5914
247,4516,6874
248,577,6753
249,1582,164
250,2709,3657
251,4772,6610
252,1893,2021
253,2458,6405
254,2523,1934
255,1616,1749
256,2761,172
257,2119,170
258,2071,3794
259,512,3629
260,4027,153
261,4030,155
262,526,2645
263,1422,2435
264,664,2437
265,842,2509
266,2023,4151
267,548,3461
268,4792,5988
269,1139,5032
270,2849,1741
271,3477,249
272,2828,4080
273,3220,4647
274,2652,133
275,842,2195
276,7757,3380
277,3310,7069
278,5142,5116
279,3673,878
280,4900,2234
281,943,5257
282,2852,2286
283,1591,2397
284,2250,1739
285,1940,7023
286,3589,181
287,8599,3164
288,1646,4937
289,2911,2445
290,1624,2169
291,669,3158
292,1078,2368
293,1416,3754
294,5725,4734
295,648,1649
296,3220,4603
297,6064,196
298,5727,197
299,10131,4259
300,7188,4401
301,631,4167
302,687,1697
303,3956,4701
304,771,5411
305,5881,6219
306,2372,1246
307,1520,6166
308,3018,2929
309,5754,7118
310,2263,1792
311,3736,1787
312,1394,2537
313,4158,215
314,811,2575
315,6794,5259
316,6503,4688
317,1796,578
318,2666,296
319,3126,216
320,621,5418
321,2344,4698
322,1820,214
323,2271,217
324,2512,2429
325,2501,5801
326,3697,3185
327,1764,4436
328,1709,4459
329,3471,4085
330,4230,727
331,1157,222
332,4879,226
333,2633,7164
334,1231,1497
335,4182,227
336,7796,5413
337,12908,6124
338,2844,230
339,6247,345
340,2959,6739
341,661,3968
342,3102,559
343,1186,2960
344,2438,235
345,4453,238
346,3461,5452
347,2024,5081
348,2472,5700
349,858,5707
350,3137,2556
351,2612,239
352,2001,248
353,831,5702
354,1641,5081
355,3691,245
356,2622,2548
357,976,6980
358,1963,242
359,3504,247
360,754,234
361,3379,2548
362,1952,6980
363,4669,245
364,773,2746
365,6536,93
366,3664,1944
367,3808,4768
368,4542,3283
369,2096,4783
370,631,3377
371,10555,3186
372,1764,250
373,4154,251
374,1439,5711
375,2006,253
376,2485,6116
377,7521,331
378,3970,6
379,3843,1407
380,1137,258
381,3165,259
382,559,833
383,1273,4329
384,3718,326
385,2425,1137
386,3462,5915
387,2136,1035
388,4320,57
389,3628,261
390,1562,262
391,625,6505
392,4241,4277
393,2408,7112
394,910,2526
395,1047,705
396,2894,440
397,841,418
398,1187,5896
399,7514,4898
400,3840,283
401,2827,7126
402,548,4372
403,667,1948
404,8995,281
405,2027,6769
406,6482,615
407,512,1659
408,7107,275
409,3150,6066
410,5148,276
411,2303,3077
412,2152,5097
413,908,616
414,3242,2426
415,5935,1261
416,1559,4776
417,979,3377
418,10547,3186
419,811,2481
420,894,2480
421,10130,271
422,5905,6470
423,2428,3755
424,4700,3908
425,4199,2193
426,1650,2983
427,5846,23
428,4394,5794
429,635,5028
430,3635,6893
431,3288,292
432,1974,5467
433,2572,294
434,1943,5665
435,4706,121
436,2508,4759
437,1914,342
438,2119,7135
439,726,2504
440,1119,7071
441,2358,6818
442,1521,303
443,3722,156
444,2082,97
445,744,280
446,3751,4804
447,1767,4996
448,1694,5707
449,3973,2556
450,2891,305
451,1464,314
452,3137,317
453,618,425
454,3239,317
455,1172,421
456,1122,307
457,674,3556
458,5109,6880
459,4843,4800
460,687,4817
461,2827,6190
462,3209,3735
463,2870,6190
464,1094,4817
465,1849,421
466,2403,446
467,677,308
468,716,423
469,2156,3124
470,2097,315
471,1613,5685
472,2941,445
473,1468,3358
474,3029,1696
475,1147,5411
476,6013,6219
477,2300,753
478,1033,321
479,4034,5019
480,2806,323
481,4017,324
482,737,1424
483,4661,2388
484,948,5441
485,1540,6080
486,677,1035
487,3944,326
488,3206,57
489,1667,329
490,4173,6082
491,2491,6084
492,2130,1567
493,4126,256
494,2058,334
495,2951,347
496,2065,334
497,5574,335
498,1670,6002
499,936,5613
500,1717,5779
501,1213,5683
502,3085,246
503,3870,5684
504,700,5628
505,2763,5680
506,3548,3408
507,2624,856
508,1707,341
509,3142,605
510,3312,6028
511,5197,6053
512,1778,6357
513,989,7154
514,1560,1313
515,5455,3776
516,10616,1027
517,2572,353
518,2371,1791
519,811,5294
520,1879,355
521,570,6810
522,755,5405
523,7782,358
524,4422,359
525,1508,360
526,5859,5134
527,3071,362
528,3174,3860
529,3155,6500
530,689,4152
531,10413,366
532,4021,5778
533,2639,2978
534,613,2063
535,4069,3925
536,2077,1499
537,1709,458
538,596,2749
539,3594,6001
540,3172,5880
