lat,lng
45.16724,1.483119
48.510794,11.581893
51.16725,-1.328024
43.11007,-71.475065
33.865736,-118.395322
37.60878,-97.33314
52.251899,-113.814659
40.738399,-114.058998
30.423892,-91.154637
36.60059,-118.061916
40.179476,-118.472135
63.325319,10.305137
44.268212,-76.502325
44.341123,-79.678975
40.836301,-115.790859
53.732774,-1.585622
38.017955,-84.420664
38.242676,-122.625023
37.14916,-84.11385
51.312784,-116.97458
46.13916,8.907291
43.113878,-75.206857
34.700941,135.51077
42.130914,-72.621435
39.040814,-94.369265
40.958869,-117.746501
35.226765,-100.24836
40.684466,-112.269008
35.347264,-80.859183
50.924425,1.80414
49.924001,7.825672
60.484345,5.375959
47.708479,-116.794283
51.100208,-115.359179
50.48272,7.750214
41.220921,-95.835579
35.53859,-98.66012
34.947013,-104.647997
34.179106,-97.165632
53.460761,9.939778
35.646451,-117.812644
35.684656,139.761252
42.239116,-82.550227
51.45047,11.304389
41.70995,-112.198576
39.137114,-88.563468
45.899084,-72.51942
51.290043,12.137328
49.640815,6.270681
45.607412,13.93151
56.178032,10.139133
36.289315,-97.325935
53.489393,-1.486223
48.041833,0.175342
43.102424,-76.187446
30.671556,-88.118644
22.368929,114.120542
38.78216,-90.5329
24.725916,-81.047519
47.459205,12.385998
60.442961,22.605621
49.769148,10.47046
61.181106,23.885075
51.525051,-2.595029
63.466412,10.918711
45.73745,7.371416
35.901319,-84.149634
45.64655,-118.68198
35.15396,-103.7226
53.369722,9.802193
37.415328,-122.076575
32.71915,-117.159545
42.968675,-78.69568
43.437399,11.777607
51.949095,13.787957
40.415938,-74.444713
29.9805,-95.42123
41.499616,-74.071324
42.914231,-85.533057
54.899885,11.89693
46.995355,11.502001
22.32005,114.158158
51.687091,-0.221844
50.935031,1.812951
41.859029,2.767237
44.782882,-117.812306
49.161215,11.260581
47.413133,8.616919
45.34834,9.282206
52.363227,-1.945595
37.5447,-122.29011
40.32244,-74.4869
59.122085,9.707432
43.623536,-72.3258949
44.804582,-106.956345
46.784467,-92.10232
51.737666,-1.095778
47.782546,7.388462
50.643921,10.684882
48.08208,-1.684395
44.351871,8.565432
37.134167,-104.519352
48.754456,2.351036
35.461664,-97.65144
55.0078,-3.083018
55.507062,-3.694858
53.234675,13.986505
33.863556,-117.99074
37.702783,-121.925032
52.658124,8.169818
43.592633,-116.280653
51.871619,0.193886
44.835346,-0.681374
48.457062,10.030968
50.583875,3.088602
42.241125,-83.766522
51.440431,6.610193
39.00496,-78.337848
52.308911,13.444626
46.198035,-119.162687
35.108486,-106.612804
50.934371,11.289436
38.95778,-92.25275
35.622048,-105.205417
-34.755597,149.720984
40.226408,-74.093572
44.685971,10.851913
30.510908,-84.247841
44.292984,-105.526325
-36.12386,146.889963
44.989707,14.89947
46.892094,7.542931
51.096752,1.121336
43.74975,-87.74694
54.092811,13.085489
48.196679,14.526705
53.430511,-2.179501
61.005893,14.543578
39.600831,-110.831666
36.860525,-76.207467
50.059472,8.346059
38.696385,-119.548525
46.378836,-94.256378
46.009797,-92.93137
39.321865,-120.1621
42.597887,-114.455249
42.145542,-75.902081
45.402786,-122.294371
33.231373,-97.166412
44.46286,-73.179308
35.189016,-101.931467
22.337555,114.174162
52.994202,-2.290657
31.855989,-86.635765
58.827659,7.796338
47.524877,7.680341
30.790734,-81.663625
53.507179,11.097035
51.407268,5.479937
-35.002106,148.109934
22.27704,114.164391
47.282708,-1.549982
44.347885,-69.786042
53.104089,9.981917
50.796377,6.780047
53.618265,10.239104
47.3948,10.887553
35.531428,-82.604495
37.796979,-79.419007
43.510637,5.456429
49.459823,7.821513
41.045431,-75.312237
60.584991,9.984288
47.017089,4.836543
61.111599,25.928814
43.971602,-78.285397
26.108605,-80.252444
44.918953,4.878081
54.887466,-1.558245
44.28254,-85.40306
49.885799,-119.429277
45.884158,13.344976
28.766853,-96.978988
36.945693,-81.054651
38.211962,-85.67319
38.837573,-104.824889
63.716298,25.920103
62.516741,25.6913
48.627366,19.103482
39.1481,-123.208604
39.685291,141.127986
38.342928,140.837815
58.820408,9.074264
37.644519,-118.965499
40.588118,-75.560089
42.895248,-70.869299
36.835455,-119.91058
35.400105,-119.397796
45.38967,8.128911
30.266552,-89.760156
45.551212,10.787586
36.913695,-116.754463
45.785937,3.141488
45.56085,5.949646
55.388,11.3622
34.578345,133.769448
43.493819,-1.452564
-31.4361,152.823582
40.146204,-88.259828
39.443345,-87.331737
32.274159,-90.151048
49.770776,9.576252
46.863047,1.716028
51.036946,16.583294
38.533939,-118.62308
40.277134,-76.823255
33.52421,-117.152568
32.478594,-93.75437
48.785079,9.017713
43.209697,-79.600861
42.899615,-112.435248
44.656089,-111.099022
42.372085,12.471703
43.587366,16.576462
36.893583,-89.533986
18.934819,-99.192297
38.069801,-117.232243
40.891909,-72.426995
48.534041,7.702054
42.049602,-80.086345
51.477207,-2.706308
47.814441,12.367768
32.470885,-95.450473
43.485152,-112.05205
44.704537,-73.491829
33.514985,-82.04446
43.603659,7.011155
44.03563,-121.308473
33.129051,-95.603236
41.348503,-89.126115
40.7209,-111.888395
45.281273,-72.185744
39.393663,-74.562619
36.955196,-86.438854
43.979585,-75.954114
43.956416,10.194539
47.049393,2.344843
46.00101,-123.91683
49.388964,1.059818
48.925026,1.996508
52.38641,0.664606
50.88771,4.453051
40.753019,0.606421
36.572115,138.200325
43.802874,13.015345
44.870977,3.252918
49.16398,-0.424802
38.235578,-122.263886
45.5078959,-73.55897
49.120781,4.24261
56.673228,16.321408
49.119348,4.245689
43.328388,-73.679992
36.167631,-95.766044
22.287648,114.212233
53.105883,6.129539
34.840437,137.748006
49.521746,15.347476
39.542965,-0.451521
47.264861,11.428453
51.535351,-3.577637
56.024793,14.1174298
41.544226,13.511958
40.778885,-124.188383
44.964892,-92.961249
42.998817,-82.428935
32.374263,-99.007197
32.450591,-100.392455
44.957751,-124.010966
38.647199,-121.118344
60.312153,11.144888
45.345586,-80.006162
41.752393,-124.1944
44.775828,-68.734647
41.663959,0.605371
36.924902,-111.468041
-35.303955,139.501333
42.295745,-73.239226
32.496455,-92.055059
22.141222,113.5626
47.82017,-69.558776
38.038172,-1.149343
39.095382,-76.858319
37.940065,-91.801675
35.354643,-119.331607
41.680372,-91.591467
45.333611,-79.206703
28.521614,-98.185829
44.212532,-72.576462
64.76235,21.002864
41.802949,-88.370249
63.811159,20.250153
63.291735,18.706398
47.788035,-3.331263
32.35778,-88.671246
29.784665,-95.110612
43.864589,3.313277
57.97985,16.482407
41.016143,-76.492616
41.941893,-74.027428
43.463995,-110.794875
34.432426,-100.218676
41.599019,-93.806336
41.575888,-90.513526
38.316292,-88.955923
43.0619164826,141.3583369889
43.121858,-124.398943
37.554018,-2.613742
43.622061,-83.932241
47.948869,1.86831
47.559299,14.252501
27.493808,-97.844399
34.106319,-80.950723
37.109356,-121.017599
61.88317,8.267157
37.251836,-93.265534
33.525826,-86.807072
35.303584,136.691785
48.830877,2.678019
49.724901,-113.397189
35.66042,-88.855619
35.097801,-89.858957
44.042484,-71.66745
46.670356,0.362651
56.466428,-3.062962
41.116493,-101.709415
40.917396,-100.170592
44.973333,7.730113
33.775859,-117.872041
34.12046,-116.050953
22.316352,114.265416
46.310323,7.74971
41.0615,-73.836457
50.254594,19.046594
37.473828,-119.635893
37.838679,-120.23199
40.494024,-82.712896
60.467438,7.068209
52.400227,16.893054
36.307802,139.097401
59.836224,9.579221
22.44377,114.036864
33.459926,-94.077179
-32.787812,151.727704
47.804602,16.210543
45.411899,-94.054852
39.497944,-76.230931
49.648038,5.818803
45.584722,12.287137
45.265676,5.876448
31.947414,-102.141137
-28.749539,153.534722
51.478172,-0.515604
42.31227892,-3.704172224
53.6305,-2.692696
40.441566,-104.991324
41.361979,-75.676596
37.073405,-88.124752
40.270918,-103.622026
30.509233,-99.77456
40.860814,-96.679878
40.829973,-98.379822
44.632492,-112.591718
41.313192,-2.002201
30.706656,-101.195857
-37.534601,143.822503
51.774411,4.653324
25.06867,121.52126
50.124377,-120.751136
35.8323865688,139.7356276025
33.588451,130.497234
43.666446,7.127372
44.226199,5.913554
24.910732,54.962517
24.440819,54.618899
31.034271,-104.861435
44.918787,11.594051
-37.74754,175.23248
20.384501,-100.012926
52.650769,5.038917
40.771952,14.746048
36.070704,-115.172895
45.698042,4.975513
45.69848,4.977541
44.54244,-0.253972
42.216915,-121.75635
46.53324785,15.69936633
51.204042,-113.989658
52.084312,-0.748467
53.314145,-1.281904
39.134675,-2.039013
32.423784,35.949973
31.276439,36.054614
29.825562,35.332523
29.599721,35.027193
61.591747,9.722741
22.359281,114.108184
22.30488,114.161519
52.216065,-1.504796
49.787019,3.335626
35.611872,-106.031442
26.144547,-81.788834
43.511938,5.466433
31.8839,-106.58379
32.754659,-97.082823
34.785416,-86.942864
41.722171,-88.03744
42.34717,-71.081003
39.999842,-78.238697
36.59171,-82.261227
40.003569,-81.574967
38.354715,-81.642809
38.067294,-78.493075
41.88651,-87.61972
42.674008,-93.462779
53.486557,-113.515102
42.170757,-77.108063
41.263157,-110.985309
41.140779,-78.784927
29.697904,-97.099993
40.101817,-74.793363
25.456567,-80.474333
38.965729,-76.220938
33.787384,-89.849614
39.636287,-78.845731
42.766531,-84.514574
41.325125,-105.618099
27.555003,-99.49424
45.570344,-73.747582
39.689252,-123.483306
42.529592,-71.744201
46.730319,-71.26823
34.6614,-92.41031
30.331396,-82.961363
42.379388,-83.329535
39.562731,-104.873454
40.717153,-73.991869
43.957103,-86.376093
42.516588,-71.03219
47.846714,-122.271389
33.557392,-83.473885
43.119175,-89.319124
35.458629,-86.057393
40.780976,-73.980414
40.753356,-73.971685
42.013724,-71.23175
37.872884,-122.510535
43.867494,-79.285718
42.291857,-84.964097
26.198446,-98.259821
32.378977,-82.062649
25.76768,-80.192467
25.813933,-80.194551
46.390473,-105.82276
41.238119,-73.036133
45.004478,-93.228702
43.598406,-79.786219
43.588941,-79.642767
47.862572,-121.976585
36.585749,-121.898726
25.659054,-100.354133
46.116487,-74.57408
31.866196,-116.662089
39.57905,-79.953418
31.651793,-94.679625
49.237897,-124.054727
36.110515,-86.723904
42.303647,-71.394175
40.912547,-73.780488
39.61224,-76.00878
40.314129,-79.671387
41.107722,-73.546669
43.775977,-79.344475
44.025581,-116.942111
28.449796,-81.466107
41.796653,-69.985964
38.161838,-92.605664
44.028778,-88.592528
45.426387,-75.690794
44.574169,-80.912222
33.609937,-85.782118
33.741478,-116.409777
38.511445,-106.076212
40.849718,-74.351359
34.144942,-118.146714
34.242214,-111.322563
31.400343,-103.487007
39.961844,-75.172246
33.511837,-112.026803
43.846138,-79.072896
33.078651,-96.819634
45.464201,-73.8281
40.735082,-73.87067
35.835539,-78.643001
41.790874,-107.210254
40.182245,-122.22754
38.74431,-75.153308
37.52979,-77.353906
44.006337,-92.470924
43.028655,-77.440128
41.580815,-109.262137
42.049832,-87.994959
38.6378,-121.497172
48.401176,-71.062036
36.715623,-121.653963
25.613459,-100.846877
29.549102,-98.58109
34.084096,-117.299376
33.436793,-117.626864
36.989864,-121.380447
19.131853,-98.267274
37.339563,-121.90366
21.294528,-100.593546
35.265129,-120.676216
37.558395,-122.28434
37.928225,-122.514787
37.762806,-121.963391
34.439989,-119.753686
34.430977,-118.554099
36.979026,-122.013846
34.014763,-118.49364
27.386298,-82.464374
41.79915,-71.331034
48.071064,-123.074581
41.500545,-95.451628
43.661514,-94.732824
41.11549,-102.949669
43.527668,-96.790592
42.008864,-87.76335
47.468033,-121.716442
44.520573,-103.89107
42.522029,-82.90675
27.846096,-82.678125
41.068704,-73.545495
38.963432,-119.940516
35.706541,-81.294428
33.933824,-86.191611
37.984877,-121.336342
46.440506,-81.004739
37.37339,-122.032893
19.856342,-100.042983
34.158348,-118.823613
45.450169,-122.782724
41.721552,-83.509201
43.655596,-79.382963
41.538481,-73.421944
44.744688,-85.64404
46.26221,-72.876971
33.15524,-107.251642
49.038039,-123.082875
32.083995,-110.803381
38.131238,-122.223418
49.287778,-123.115489
43.99407,-102.24216
41.774509,-70.743851
38.915854,-77.067303
47.598476,-120.656055
41.80452,-72.562282
28.037013,-80.664151
41.201008,-80.455223
26.7819,-80.092779
39.01889,-80.417167
42.072517,-104.962663
33.800538,-98.196777
32.270148,-109.845989
34.240825,-77.829189
34.907278,-116.835467
40.963395,-73.854936
47.354676,13.385812
50.993345,5.242127
50.592323,5.848511
50.63137,5.577459
42.144727,24.768828
45.76711,16.233636
45.17588,18.063641
43.204105,17.373824
44.893555,15.184205
55.786395,9.667926
58.363137,24.560693
48.057681,4.96061
47.99147,5.51296
48.493409,-2.722584
46.496179,5.310394
43.121199,5.85086
50.167321,1.755505
43.332257,-0.358762
50.336704,3.455931
48.349419,2.607224
47.450332,15.317611
48.20577,15.618651
48.676461,16.622836
40.639822,22.940877
38.6584274286,23.0720852829
52.866848,-7.482092
52.757822,-8.408856
40.90688731,9.5159936
42.40983,14.201853
41.306389,15.899738
39.875989,16.065094
38.367069,15.869461
46.111616,11.091649
56.509886,27.333842
52.177652,5.912803
51.470106,6.05724
56.851444,24.333955
69.392448,20.268423
59.816851,6.752166
62.5203,6.916356
59.38753,10.751039
49.989898,14.490692
49.560857,17.262377
50.089177,22.04579
55.980608,36.451666
60.292086,29.811878
-36.235522,149.126794
57.023805,35.034981
58.52896,31.269588
56.324289,31.686521
44.710065,20.561113
39.791678,-5.695391
38.922231,-6.375038
22.307793,114.259783
40.29037,-3.69629
41.62576,-1.009628
36.295431,139.60492
39.006311,-3.383035
42.701175,-2.91944
35.652671,138.547128
41.515993,-4.943107
42.623488,-6.453124
22.190596,113.555955
42.153337,-78.747913
69.792427,20.939286
-38.692628,176.075996
60.129736,12.998112
-40.35845,175.614185
59.509437,11.822381
37.509215,127.06079
58.722096,11.34403
37.570693,126.981511
37.52526,126.925714
65.911639,22.65727
35.907022,128.613115
36.755149,127.224231
35.160676,129.163823
37.435072,127.818718
48.132129,17.108517
36.12882428,127.1296202
47.310734,7.934924
47.720985,8.646664
22.936091,120.221582
37.754288,32.177964
52.9486,-0.678092
51.481232,-1.556154
54.453346,-2.605861
51.076382,-0.8317
54.442048,-1.671239
50.286248,28.801379
50.12304,25.212942
49.969472,6.860973
37.782622,-121.228683
34.238115,-119.178084
32.90294,-117.194181
33.894227,-118.367407
35.174151,-111.663194
37.126463,-113.601737
45.15313,-122.881254
46.976918,-120.54162
47.116294,-118.368328
31.582287,-97.109152
32.068583,-96.448248
45.023716,-74.748123
43.111918,-80.738804
34.849109,-117.085442
37.02445,-121.56535
40.195539,-74.641375
36.254143,-120.23792
34.667629,-79.002343
50.202872,11.776552
39.6635,-75.69017
49.7369,-123.1346
34.98737,-118.946272
38.366645,-121.958136
38.62924,-77.28939
39.319501,-120.155831
35.65951,139.72853
33.741291,-116.215029
53.339515,-2.569358
35.610678,-115.388014
33.931316,-116.820082
35.068595,-118.174576
41.998407,2.817277
33.70275,-117.934297
39.489732,-119.794179
31.312424,-92.446436
22.324074,114.20381
49.648038,5.818803
33.704386,-78.925179
46.976679,-123.813485
41.310222,-122.31731
34.311537,-88.700841
53.7839766,-1.5339451
52.21917,-1.501274
48.057341,4.959604
48.212441,-122.183491
61.103661,5.513039
-27.451699,153.040473
42.68869,-73.853254
50.643682,-4.284655
41.134294,1.1683
51.656236,-2.434815
44.53628,-88.077716
-34.927555,138.595225
37.256691,-4.986075
21.729665,-102.277536
24.246249,55.716056
39.538678,-2.254568
44.92725069,8.625925227
58.631861,6.077764
28.665051,-81.381411
41.664181,-93.46561
40.499154,-78.390938
51.484299,-1.55755
49.863496,2.278154
33.86675,-117.747716
42.358932,1.462817
40.437587,32.416524
38.980062,-76.540338
36.957588,30.60714
51.268129,4.40238
38.887369,-77.092363
39.204837,-106.858507
38.03502755,23.79099382
33.848756,-84.36434
34.075818,-84.652184
33.846487,-84.360172
42.706976,-83.288944
30.329275,-97.706259
25.959456,-80.143016
48.568171,-1.543283
37.818957,27.842558
38.143036,-3.722849
35.262655,-116.08074
35.094359,-119.040751
39.650623,27.889348
39.29045564,-76.61315673
41.498096,2.072692
45.123741,-67.348038
39.759444,-74.253456
37.846831,-81.196008
40.913875,-77.738413
44.187864,-77.398877
38.970201,-76.937563
36.254582,-94.153552
62.83203,10.00964
40.265925,-94.015682
39.050207,-77.1163
46.832967,-100.807173
46.185322,-82.926876
39.165311,-86.579114
44.840754,-93.29828
26.368288,-80.12889
42.344903,-71.09933
42.3255,-71.0633
40.020289,-105.257022
41.546756,-8.428931
42.223016,-71.022958
47.865293,11.790743
51.5765157,4.729773
47.48848,9.739919
30.178951,-96.907021
45.532187,10.165037
52.167178,4.989068
40.655365,-74.52935
-36.587007,146.759301
50.833243,-0.143206
44.589575,-75.684302
31.248212,-90.471308
40.669936,-73.963069
40.721853,-73.956658
45.442023,-73.440894
49.1384,8.56233
51.16987,3.19676
46.912724,8.622726
44.478241,26.103349
42.90768,-78.76212
34.061756,-83.994375
-33.319605,115.717682
37.340546,127.106848
34.184915,-118.311702
42.504996,-71.195863
49.26789891,-123.00274854
40.261878,28.923953
34.138825,-118.65909
42.3685,-71.0762
43.408785,-80.325434
37.230356,-121.979198
-35.294304,149.190322
21.013013,-86.855376
39.088405,-74.821792
33.084093,-117.266324
42.082112,13.060424
42.84672,-106.21456
38.392402,-8.51382
30.5257275,-97.819378
28.331278,-81.53247
33.864724,-118.091532
43.803197,-99.383371
32.872547,-80.015385
49.736834,4.744095
49.252931,3.975959
46.6243313,7.0349921
39.885189,-75.00344
41.869126,-87.639971
41.908065,-87.646836
41.937552,-87.644709
39.726617,-121.802832
17.514723,-99.482739
-43.52642,172.628965
32.64921,-116.967639
52.875155,18.774871
43.820391,-84.766717
-33.8485,138.618157
35.523747,-93.863577
36.449452,-103.18196
41.825379,-73.770409
34.404671,-103.205344
39.361344,-101.054067
30.627819,-96.334816
32.53353,-84.971368
39.974322,-83.000802
37.969792,-122.058611
43.82729,-79.538883
39.635599,-8.688311
36.155817,-85.515186
33.826525,-117.515537
37.324431,-122.009041
43.767154,-103.59432
36.423696,127.419877
32.867759,-96.767184
37.673992,-122.471969
41.379441,-73.477961
26.455624,-80.190377
32.28138,-107.760286
39.567205,-104.877979
30.211676,-85.849298
42.331715,-83.046206
46.90119,-102.790731
36.018436,-87.333018
39.195256,-75.54727
33.953385,-118.112905
-32.24995,148.609182
40.093177,-83.092304
42.487579,-90.664071
35.84359,-78.886368
41.687897,26.589357
47.168758,-67.918038
39.26857,-76.668737
47.189262,-120.902714
37.840281,-122.294041
38.414344,-96.21673
44.926717,-63.536376
45.75009356,-87.08515635
46.286494,-81.775164
40.38382,-105.519754
38.64558,-8.247917
43.613938,-79.55414
38.261782,-122.052399
41.617554,-70.488139
46.843599,-96.881833
37.0975,-7.997944
49.504002,-115.063899
43.810258,11.17798
39.9576,-86.016125
51.296116,-0.857413
34.190271,-79.832615
34.151104,-117.47141
33.698936,-84.173176
47.942921,-124.385236
26.60777,-81.809942
30.905995,-102.884623
41.138488,-85.163426
32.758363,-97.353521
39.384697,-77.405499
45.851693,-66.560627
43.858834,-70.104067
48.227482,7.753892
37.544293,-121.984002
36.850298,-119.791291
47.418125,8.396816
59.939338,17.65612
29.624414,-82.376777
38.814873,-77.643702
39.118193,-77.20231
37.52541809,127.0288703
37.80534,128.904599
33.744878,-118.013011
45.476619,-75.701171
25.756565,-99.377525
-44.354472,171.238889
34.145132,-118.257249
47.127037,-104.694466
42.0771634,-87.860828
33.394208,-110.786298
-28.035361,153.427306
51.839079,5.09062
35.2997222,138.9383139
37.661945,126.750771
37.181746,-3.928561
47.888156,-97.081138
42.460931,-123.324124
35.150593,-107.85
32.943473,-97.133848
45.025653,-84.722194
47.071295,15.577911
47.4941836,-111.2833449
36.05946,-79.908323
42.789258,11.115675
40.5594249,-7.2329302
35.1477821,126.8375518
-26.188745,152.661613
47.633253,17.661003
56.501482,12.957552
40.193806,-74.594546
43.216698,-79.86401
24.819503,56.134411
31.322641,-89.382011
37.667211,-122.120366
46.618175,-112.007589
40.751121,30.699841
34.424815,-117.385845
42.561599,-113.790259
40.779854,-73.450709
34.372844,132.404382
55.64006,11.830555
56.122406,9.173014
49.363935,-121.478798
29.736015,-95.538386
29.774641,-95.821811
24.779648,121.005277
23.992627,121.627654
61.714854,17.042692
42.033344,0.104199
33.659492,-117.998914
38.410951,-82.487125
39.765443,-86.161222
57.189774,-3.836206
40.804844,-73.180149
40.870375,29.395797
32.194964,-96.898765
42.428603,-76.509016
38.417137,27.130529
30.265705,-81.6166
62.417129,22.791986
43.528816,21.709413
46.88473,-98.719481
37.5132356,127.1024178
33.249844,126.409044
40.721595,-74.040469
63.829282,23.148487
39.246302,-94.644925
22.604109,120.301928
45.512682,15.546911
54.942128,24.006327
-36.099082,140.355645
43.4095,-70.558523
47.175529,7.598728
38.730424,-120.787998
35.435631,139.924555
34.7153663,135.25529384
34.986112,135.752512
45.652265,-74.339845
42.608938,-88.407959
28.097815,-81.974737
39.910429,-76.700866
61.05269,28.261175
35.970888,-114.910711
44.202799,-0.92682
52.160832,4.54932
46.889368,-1.032994
45.86723,1.270344
34.04753,-118.264429
43.03653,-7.568994
45.772232,-84.726425
36.580783,-4.595893
34.037333,-118.686056
33.9013,-118.3938
45.0724642,-93.4557877
56.444825,13.603916
23.721462,-100.607074
45.60954,-68.522863
38.507459,-90.329069
-37.765834,144.923586
41.468657,-87.343363
19.376999,-99.253381
25.791386,-80.134074
24.462022,120.759966
37.434659,-121.891445
33.557287,-117.668031
46.049998,-65.061272
44.67524367,4.7955284
46.378453,2.586523
43.609255,3.87622
38.481363,-107.87662
41.31032,-122.315934
46.460577,16.906868
50.486021,4.797235
-36.223136,150.128346
41.370955,-72.119373
37.114465,-76.497198
37.87894306,139.06062177
58.622734,16.153979
37.794181,-122.272388
38.912126,-94.795614
-44.484457,169.971207
42.447913,-75.048911
43.929099,-80.098174
34.606457,-118.150932
37.459637,-122.137653
42.81325,-1.645256
19.841735,-101.025169
39.263087,-81.544872
26.007326,-80.348783
45.152424,0.789938
33.667055,-112.120898
33.623538,-111.922986
45.039342,9.753848
40.456225,-79.93434
33.976901,-118.417884
35.993182,-75.651504
40.141072,-82.988946
43.664439,-70.269546
40.439674,-74.504514
49.169479,-123.138016
37.91989,-122.348601
33.981266,-117.376165
43.31064,-70.99342
41.930457,-74.908814
41.975263,-87.866046
43.617818,-72.957029
45.417459,-65.94386
45.894072,-74.157973
46.05841,-72.313145
44.938943,-122.987909
45.951545,6.62879
37.503005,-122.24544
37.781445,-122.421319
41.410005,-82.663187
38.459409,-122.730226
42.910214,-8.493239
46.538211,-84.316643
47.706729,-122.327754
34.77556,-111.76393
