lat,lng,ionity
48.2524,11.5326,0
48.3238,11.6363,0
48.3472,11.7216,0
48.2338,11.3479,0
54.1692,9.08621,0
52.257,7.71688,0
48.1038,11.7533,0
54.055,10.7367,0
51.0267,6.94744,0
50.0026,8.11231,0
51.0863,7.13298,0
50.5263,7.18872,0
49.2089,10.2303,0
50.9158,7.02223,0
51.0213,7.01229,0
48.2112,11.3859,0
48.1809,11.7254,0
48.0664,11.716,0
50.4461,7.82831,0
50.4489,7.854,0
51.3025,6.89631,0
51.047,7.00287,0
49.9056,8.51609,0
50.2903,8.67129,0
49.1649,8.57054,0
51.6484,7.17161,0
50.4634,8.72116,0
50.1984,8.6409,0
50.5863,8.71044,0
49.2704,7.30975,0
54.2777,9.77476,0
49.527,8.07669,0
49.415,7.52131,0
49.3234,8.56639,0
49.4037,8.54565,0
49.5615,8.55849,0
50.0042,8.48342,0
50.0374,8.71383,0
50.0673,8.82594,0
50.0523,8.62122,0
51.1012,11.9559,0
51.8669,12.3695,0
52.0944,12.6881,0
49.8028,12.1821,0
50.9517,7.05379,0
50.84,6.45796,0
48.8101,8.92358,0
48.784,9.00105,0
48.9907,9.23255,0
48.6091,13.3662,0
50.1386,8.71006,0
51.4417,6.81525,0
51.4972,6.89415,0
51.5538,8.16522,0
47.6835,9.78533,0
49.99,8.19091,0
49.1952,10.2364,0
51.1706,6.7308,0
49.6392,11.0133,0
49.3706,7.3622,0
53.7929,10.757,0
52.3237,13.7092,0
50.3883,10.917,0
51.0085,13.727,0
51.2417,12.8615,0
51.1335,7.18908,0
53.3515,10.1412,0
51.321,9.28412,0
50.0205,10.1665,0
50.3286,9.47436,0
50.3327,8.92481,0
49.0475,12.0937,0
50.987,13.1008,0
51.4073,12.3812,0
48.0658,11.0016,0
47.9985,10.199,0
47.9331,10.0955,0
47.6803,9.78476,0
51.2607,9.5139,0
50.0979,9.02945,0
52.439,9.67497,0
53.1396,8.74292,0
51.326,6.83511,0
52.7918,9.67351,0
52.4278,9.72321,0
49.9751,8.43666,0
50.6901,7.27067,0
49.4342,11.2709,0
52.2453,7.16203,0
50.867,6.22199,0
52.2905,7.54647,0
52.9121,8.38309,0
50.8106,6.9865,0
50.8967,6.2734,0
49.4079,11.3471,0
50.016,11.3908,0
53.3489,11.8044,0
53.4261,11.5135,0
50.3273,9.7828,0
52.313,13.6642,0
48.296,11.5788,0
50.0393,11.4946,0
52.8514,9.55796,0
50.1109,11.0151,0
52.5577,12.9655,0
49.2333,9.34973,0
53.9468,10.7475,0
49.1942,9.42679,0
51.3727,7.52101,0
51.43,7.53924,0
48.1462,11.3939,0
51.5035,6.98995,0
51.5937,8.48354,0
51.1987,14.9609,0
53.0099,8.69969,0
52.4275,9.74188,0
51.0198,6.93404,0
51.1926,6.92032,0
48.4822,11.9931,0
49.9601,10.8841,0
52.2185,11.0609,0
52.3412,12.7572,0
50.5981,7.0349,0
51.356,12.4933,0
51.2373,12.0675,0
49.4211,11.2051,0
51.944,11.6913,0
51.9407,11.6938,0
51.7352,11.6676,0
54.0549,12.6361,0
52.6958,13.2006,0
52.3975,9.89842,0
52.6749,9.69302,0
52.4201,12.9221,0
53.0635,8.34957,0
53.1611,8.13441,0
51.2427,12.8584,0
50.0517,6.48932,0
51.4942,6.62709,0
52.4204,13.7854,0
51.0992,6.43479,0
54.0724,13.209,0
53.8593,13.3376,0
52.0537,7.06311,0
51.0203,10.9714,0
52.8918,13.7178,0
50.8585,12.311,0
50.8197,12.7506,0
52.0261,10.5222,0
