lat,lng,ionity
45.2685,5.62809,0
48.2313,11.5424,0
45.2795,5.62265,0
45.6318,5.16189,0
47.0359,4.88115,0
53.8792,10.6607,0
51.4716,7.11022,0
50.0936,5.13966,0
50.5898,7.03903,0
51.2728,0.0485371,0
51.4939,-0.489542,0
52.0012,-2.12265,0
53.8124,-2.70495,0
52.601,-1.20252,0
51.5689,-2.57603,0
48.2248,11.5313,0
51.1239,6.97805,0
50.4125,7.94016,0
48.1879,15.4131,0
50.2037,8.64965,0
50.1322,8.59025,0
52.4365,13.1951,0
50.0058,8.48642,0
50.0282,8.49553,0
48.1826,15.6703,0
50.9505,7.09248,0
50.84,6.45796,0
50.4717,4.54602,0
43.4797,-0.778821,0
44.426,26.864,0
42.9225,-2.00991,0
49.2646,16.2981,0
45.856,3.81669,0
45.6296,3.19249,0
43.8832,11.0288,0
53.8761,11.5291,0
43.2678,-2.27015,0
43.6178,10.3567,0
46.4771,11.3182,0
34.7127,33.129,0
49.1766,6.90223,0
51.0382,13.6125,0
48.3156,18.0076,0
37.3162,-3.33177,0
36.5178,-4.93741,0
39.1016,-0.52939,0
47.273,5.15041,0
44.5725,9.95128,0
45.7167,5.92386,0
47.7249,14.3021,0
40.6069,15.0435,0
50.8996,10.9468,0
46.9582,18.1564,0
57.6845,12.231,0
48.2134,17.2656,0
49.3999,11.9774,0
41.4908,0.342103,0
51.5459,6.90897,0
47.4257,13.3411,0
47.5266,14.3323,0
50.6947,12.7281,0
45.3458,6.30292,0
52.6973,9.68654,0
46.2842,16.4525,0
52.9534,8.18097,0
40.361,-3.68128,0
53.5223,10.7985,0
48.2511,13.517,0
40.5107,-3.89846,0
49.1596,16.603,0
50.1109,11.0151,0
46.0984,4.74884,0
38.0813,-3.84511,0
47.2374,5.26504,0
49.1555,3.71541,0
51.0884,13.6921,0
46.8513,14.8352,0
43.6668,7.19287,0
38.8868,-9.05556,0
40.4277,-3.49966,0
51.2063,14.6606,0
51.1699,14.0682,0
50.9509,7.2021,0
51.205,4.44016,0
51.0119,5.32817,0
40.739,-4.27248,0
41.6469,13.2496,0
40.5734,-8.56111,0
53.228,8.64264,0
40.7592,31.77,0
40.2392,32.5095,0
45.898,3.15391,0
47.895,1.85301,0
46.0911,3.13536,0
46.034,14.4677,0
40.7716,29.7743,0
43.0722,-4.08585,0
43.3283,-4.04933,0
46.6795,19.8217,0
43.3965,-3.39853,0
52.1444,11.5419,0
51.1668,4.24762,0
52.6958,13.2006,0
52.7073,13.1052,0
49.4697,35.4925,0
42.9125,-1.8357,0
48.1823,16.4037,0
