lat,lng,ionity
59.9309,10.867,0
50.6226,4.30576,0
48.656,5.89287,0
55.7658,12.9877,0
47.8663,11.7929,0
50.2156,5.0647,0
52.7038,-1.29201,0
53.1565,-2.34955,0
53.8124,-2.70495,0
48.7529,11.8698,0
55.3123,-3.4517,0
50.6739,7.29823,0
48.5607,7.9558,0
49.3437,7.30424,0
50.1984,8.6409,0
50.8986,11.4371,0
53.5179,9.92064,0
49.3897,7.44081,0
49.221,12.1281,0
46.9665,7.43635,0
55.0841,9.37255,0
51.5538,8.16522,0
45.8286,3.23441,0
48.8786,8.78856,0
53.8467,10.5865,0
46.2016,11.1344,0
48.469,1.58408,0
44.3817,3.11671,0
47.9783,11.6845,0
51.1335,7.18908,0
44.8636,4.86639,0
37.6458,-2.09148,0
39.8933,-0.129559,0
48.6886,11.737,0
49.9253,9.99775,0
46.6213,14.0175,0
47.0212,15.4918,0
47.5266,14.3323,0
51.5529,6.96491,0
49.3139,11.4918,0
49.5364,12.1361,0
44.9719,-0.434942,0
49.2744,16.2304,0
49.2307,4.04478,0
38.0006,-4.34312,0
50.9753,5.55538,0
50.9509,7.2021,0
49.0198,8.47046,0
43.3505,1.8123,0
40.5734,-8.56111,0
50.9841,7.83058,0
53.5628,10.1787,0
50.4944,4.78153,0
52.5745,12.9728,0
51.0989,6.43538,0
45.2539,1.54172,0
47.11,4.71253,0
40.7628,32.0039,0
40.8201,-4.50583,0
42.0298,-6.91929,0
51.7876,8.70415,0
46.5129,13.332,0
49.0751,6.11103,0
50.362,7.47811,0
50.6432,5.54582,0
49.9928,14.159,0
45.7523,1.33464,0
40.9474,-4.59023,0
51.9402,7.04395,0
42.6602,2.86138,0
51.1721,15.0329,0
41.171,-7.76946,0
50.9863,5.78304,0
51.5846,5.98015,0
52.2084,6.09286,0
38.0946,-3.73916,0
49.203,10.2325,0
43.9398,1.32159,0
49.4493,10.2485,0
45.556,15.6048,0
48.1298,16.5499,0
55.3527,10.468,0
49.717,13.1294,0
48.2405,0.166443,0
52.2103,13.6066,0
48.2423,3.26248,0
47.7978,12.9869,0
51.1986,14.2253,0
36.9832,35.8248,0
42.1663,12.6154,0
39.3403,-5.85709,0
42.9824,-8.43565,0
39.3866,22.7667,0
52.3636,10.1205,0
51.0912,4.02765,0
46.1181,11.0868,0
50.3699,11.8939,0
42.5606,-6.56193,0
48.5312,12.0714,0
50.166,12.1074,0
42.1365,13.1425,0
49.2576,10.5849,0
44.1333,4.78632,0
41.6018,-1.07886,0
49.4445,10.2532,0
48.904,4.28498,0
48.9105,4.28366,0
49.2698,17.0137,0
57.474,12.0503,0
50.3697,11.7912,0
50.8188,6.21767,0
51.5963,7.2559,0
43.2713,-2.96736,0
44.4265,11.6054,0
38.5172,-8.58689,0
51.6286,9.91793,0
46.6031,13.9348,0
51.9245,10.141,0
41.7945,-1.25839,0
43.8503,7.83902,0
53.0624,-2.33216,0
39.5332,-1.90741,0
51.4088,6.42281,0
41.4838,-4.98842,0
39.1378,-2.03914,0
