lat,lng,ionity
43.1809,-2.64847,0
43.0944,-1.94242,0
42.7487,-1.6238,0
43.2678,-2.27015,0
37.3192,-3.13715,0
37.5969,-2.23623,0
39.2408,-0.481061,0
38.8318,-0.558309,0
39.6979,-0.272405,0
42.8814,-2.6505,0
40.656,-4.08928,0
38.0006,-4.34312,0
43.522,-5.63793,0
43.363,-4.39716,0
43.0722,-4.08585,0
43.3692,-3.22092,0
43.3965,-3.39853,0
37.8613,-1.39715,0
41.803,-4.58826,0
40.788,-4.21635,0
40.2287,-3.78339,0
42.438,-8.65001,0
41.9835,-7.28016,0
41.6226,-5.16417,0
41.1743,-4.80393,0
42.6002,-8.67134,0
38.2354,-1.37393,0
43.4442,-4.89177,0
39.147,-2.05511,0
42.4324,-2.46964,0
39.5348,-2.25518,0
43.2762,-5.80936,0
43.2352,-5.78025,0
42.818,-5.85486,0
42.8671,-5.88249,0
42.4427,-5.58326,0
42.3217,-5.60731,0
36.9891,-3.61062,0
36.9487,-3.54439,0
41.0335,-2.48763,0
40.3957,0.368463,0
41.2695,1.5485,0
41.1394,1.34499,0
37.1081,-2.52775,0
37.487,-3.59715,0
40.259,-3.73134,0
39.4337,-0.781657,0
43.2516,-8.29398,0
40.3087,-3.90298,0
39.3403,-5.85709,0
43.5414,-6.39377,0
41.3641,-3.63833,0
41.66,-3.72695,0
42.3497,-4.61919,0
38.0446,-1.45281,0
42.3266,-1.7247,0
38.4232,-0.420397,0
37.3626,-5.95068,0
41.0284,-2.51224,0
42.9391,-7.39006,0
38.2276,-0.793609,0
42.9952,-1.87557,0
42.0276,2.82465,0
37.1402,-4.72933,0
37.3583,-6.53781,0
37.3343,-6.78309,0
37.3738,-6.08612,0
37.3465,-6.42718,0
39.2269,-6.3008,0
38.8177,0.0161054,0
38.9467,-0.639223,0
39.6749,-3.81934,0
39.6692,-3.8093,0
37.2733,-5.97675,0
41.9784,-4.4391,0
42.3107,-3.71495,0
42.4027,-4.2211,0
42.4054,-3.54373,0
42.5617,-1.64272,0
42.0299,-1.63058,0
43.3396,-3.11678,0
40.1256,-4.22908,0
42.0322,-1.63658,0
39.5174,-2.22929,0
39.457,-2.32743,0
39.351,-2.43126,0
39.9962,-3.0135,0
38.8186,-6.37147,0
41.4025,-4.96086,0
42.3937,-5.14915,0
39.9182,-5.75798,0
42.4125,-2.62027,0
42.303,-1.98054,0
43.2259,-8.70461,0
40.1121,0.130891,0
42.9401,-7.40293,0
36.7571,-2.91833,0
36.9637,-2.4665,0
43.0856,-2.13641,0
40.5136,-3.31715,0
40.3312,-3.8886,0
40.2006,-3.67782,0
39.7337,-5.72164,0
40.2723,-3.44698,0
40.1139,-3.65093,0
39.4085,-5.88952,0
36.7475,-4.17193,0
39.194,-3.04369,0
36.9767,-5.95371,0
39.0683,-3.25481,0
37.7117,-6.17022,0
39.56,-6.39986,0
41.296,1.35101,0
41.3708,1.29944,0
39.9437,-6.19843,0
42.2977,-3.83905,0
36.2822,-5.31305,0
38.4224,-6.34624,0
40.3027,-3.66024,0
38.4376,-0.453695,0
38.3921,-6.34039,0
42.2664,-4.41605,0
42.5628,-5.6455,0
38.355,-0.67455,0
36.7543,-2.89031,0
39.8458,-2.51807,0
39.8738,-5.55406,0
41.6826,-3.72425,0
40.5225,-3.50807,0
42.6019,-6.497,0
40.011,-4.77733,0
41.4141,-5.12766,0
40.7477,-3.57789,0
42.5819,-6.60864,0
42.0191,-6.34747,0
37.6823,-3.62751,0
38.4927,-3.50268,0
42.8449,-2.3825,0
41.0901,-5.50332,0
36.9115,-5.96999,0
36.7419,-5.87351,0
41.126,-5.69922,0
40.1918,-6.00376,0
41.8916,2.3604,0
41.7417,-0.843937,0
41.0811,1.03829,0
42.9215,-1.98092,0
36.8278,-4.44507,0
38.915,-0.575081,0
41.7087,1.8595,0
41.5938,1.90481,0
42.285,-5.9109,0
40.2571,-3.3742,0
40.2158,-3.88967,0
42.3262,-3.67434,0
40.6977,-4.74084,0
40.8269,-4.93559,0
41.218,-5.70429,0
40.8781,-5.97555,0
41.2902,-4.29919,0
41.5175,2.14898,0
42.7026,-2.96721,0
39.518,-1.76032,0
42.0086,-6.24804,0
41.7772,-5.31486,0
40.0033,-0.690211,0
37.6134,-2.19171,0
40.0731,-4.36251,0
42.8174,-2.89735,0
39.2818,-2.56724,0
40.0146,-4.57478,0
40.2771,-3.8763,0
40.2554,-3.91544,0
42.5344,-6.1514,0
38.9213,-0.138007,0
42.8839,-8.50713,0
40.7499,-4.3439,0
37.5169,-4.62939,0
37.4906,-5.48572,0
37.6287,-6.14604,0
39.1005,-6.00453,0
39.5207,-2.92509,0
39.1198,-3.37759,0
41.9844,-4.43188,0
38.997,-3.808,0
40.9214,-3.61308,0
36.5743,-6.02361,0
36.2938,-5.59143,0
42.5354,-4.38087,0
40.7127,-3.57886,0
40.6404,-3.59306,0
42.5581,-2.18474,0
40.3151,-3.81348,0
41.5212,-5.21022,0
36.7574,-3.66456,0
41.3534,-1.61674,0
37.1659,-4.17277,0
37.1934,-3.99422,0
37.5524,-5.03991,0
37.2705,-4.79852,0
43.2593,-8.18625,0
43.1854,-7.8303,0
40.164,-4.07067,0
42.7183,-8.30643,0
37.3155,-3.3377,0
41.6483,2.42915,0
37.3225,-3.11251,0
39.7187,-3.13103,0
40.0111,-6.56558,0
38.227,-1.36777,0
41.5982,-1.08248,0
41.5574,-0.975916,0
41.1425,1.34792,0
43.5415,-6.40384,0
36.6831,-4.52644,0
38.3434,-3.54344,0
42.203,-8.27593,0
41.6613,-2.50428,0
41.344,-2.48086,0
38.2011,-1.32218,0
42.3378,-7.98751,0
38.8903,-1.78555,0
38.8834,-1.78213,0
39.0386,-6.06524,0
37.26,-4.52493,0
38.9182,-1.61566,0
38.8066,-1.74081,0
38.9406,-1.76253,0
42.0825,-7.71556,0
39.1655,-2.87338,0
39.9125,-3.47658,0
39.9641,-3.21303,0
