lat,lng,ionity
43.2678,-2.27015,0
37.6458,-2.09148,0
37.2263,-3.55818,0
38.2593,-0.75654,0
38.8318,-0.558309,0
39.2508,-0.474498,0
42.8785,-2.52463,0
40.6336,-4.00223,0
40.5107,-3.89846,0
40.4075,-3.7451,0
40.6775,-4.62792,0
43.1751,-2.51338,0
42.7657,-1.63074,0
43.0722,-4.08585,0
43.3692,-3.22092,0
42.0344,-6.82429,0
42.0451,-5.72086,0
41.7256,-5.24891,0
40.8995,-4.57387,0
42.2085,-7.81134,0
41.7975,-5.34043,0
41.8248,-5.37466,0
42.033,-6.75174,0
38.1901,-1.32905,0
43.4377,-5.01894,0
42.472,-3.44358,0
42.8671,-5.88249,0
40.909,-2.74267,0
41.9073,-4.51443,0
42.14,-1.68588,0
40.2269,0.201146,0
42.3079,-1.98364,0
37.5894,-3.60223,0
42.809,-8.58816,0
42.2224,-8.64565,0
40.4409,-3.51172,0
42.7346,-2.8713,0
40.2104,-4.09958,0
40.0208,-4.51405,0
43.0765,-8.35842,0
43.5466,-6.33217,0
42.6794,-1.92672,0
42.4384,-6.04616,0
39.029,-3.38168,0
42.4009,-4.40011,0
43.5401,-6.76102,0
38.0587,-1.54038,0
37.369,-3.60142,0
43.2746,-8.36441,0
41.7328,-1.03561,0
41.0284,-2.51224,0
43.24,-8.13891,0
42.9391,-7.39006,0
41.4149,-1.4999,0
36.1935,-5.43145,0
39.9817,-0.100756,0
43.2409,-2.92699,0
40.6708,-4.6567,0
37.3423,-6.67268,0
37.3589,-6.32838,0
37.3823,-6.06782,0
37.4847,-5.65167,0
41.5372,-5.28575,0
42.1387,-4.10926,0
42.4303,-2.49236,0
40.9358,-5.78456,0
42.8218,-2.89328,0
42.5617,-1.64272,0
42.5623,-2.87853,0
41.8586,-0.800123,0
42.9168,-1.84404,0
42.892,-2.13213,0
41.9075,-5.49701,0
39.3546,-0.436474,0
39.3914,-2.41227,0
41.5902,1.67904,0
39.9241,-2.82311,0
40.123,-0.744973,0
43.4038,-3.62641,0
41.2214,-5.31851,0
41.3625,-5.16717,0
42.3663,-4.97332,0
41.7662,-5.30045,0
42.2749,-5.86903,0
40.0419,-6.12963,0
41.7768,-1.11941,0
43.2883,-2.02245,0
39.8753,-5.59151,0
43.1605,-4.05299,0
42.303,-1.98054,0
38.5286,-0.240424,0
42.3753,-5.97879,0
43.0833,-2.14239,0
41.5518,2.00031,0
39.442,-6.05249,0
40.267,-3.40041,0
39.9963,-4.30522,0
37.4381,-1.6152,0
36.7136,-6.07144,0
40.7818,-3.61285,0
36.7244,-4.25774,0
39.194,-3.04369,0
36.7615,-3.8521,0
36.9767,-5.95371,0
39.0683,-3.25481,0
38.1305,-6.27344,0
41.3958,1.16129,0
39.7953,-6.36745,0
41.3683,1.30215,0
41.9564,2.78535,0
40.1828,-3.71517,0
39.9185,-6.24108,0
36.4338,-5.1765,0
39.5293,-1.56397,0
41.9952,-0.662662,0
38.4224,-6.34624,0
42.2664,-4.41605,0
42.3585,-4.38969,0
42.4572,-5.52435,0
41.6757,-5.20432,0
42.6234,-6.44087,0
36.4896,-5.92149,0
40.7501,-3.58609,0
38.9502,-6.34285,0
40.4943,-5.67583,0
42.2901,-5.92119,0
38.215,-0.821352,0
43.086,-1.94264,0
36.7472,-4.4376,0
41.7087,1.8595,0
36.5412,-6.16148,0
38.0292,-4.1635,0
40.2571,-3.3742,0
40.1218,-3.15443,0
40.2158,-3.88967,0
40.8788,-5.05107,0
40.9556,-4.09031,0
41.2593,-5.70161,0
42.394,-4.08288,0
41.5175,2.14898,0
41.8224,-3.70469,0
42.8545,-2.42755,0
39.7894,-3.93073,0
41.7812,-5.31951,0
42.4027,-5.59365,0
41.8132,-5.36047,0
39.2847,-2.56327,0
40.0108,-4.61969,0
39.3209,-2.37488,0
42.8606,-8.59436,0
42.8926,-8.5042,0
42.4298,-2.75457,0
38.8365,-1.01689,0
37.4623,-6.04469,0
37.9512,-6.23055,0
39.7592,-3.87028,0
42.6158,-5.73491,0
42.0551,-5.68723,0
39.3159,-3.16114,0
41.5963,1.69496,0
41.9442,-4.50407,0
40.0218,-3.9384,0
39.9701,-3.54942,0
39.0686,-3.55088,0
39.8871,-3.47069,0
37.206,-3.04292,0
36.4938,-5.93212,0
37.0725,-4.55959,0
42.5354,-4.38087,0
42.6149,-4.34936,0
38.8608,-6.54104,0
41.4834,-5.03955,0
43.4811,-5.28003,0
41.33,-4.91679,0
39.2134,-0.496661,0
38.573,-0.653609,0
40.1047,-3.84741,0
37.1948,-2.98891,0
40.403,-3.62544,0
37.2901,-3.45405,0
40.99,-4.13973,0
39.7187,-3.13103,0
40.0264,-6.6065,0
38.3726,-1.5349,0
38.7621,-1.69735,0
41.6281,-0.997411,0
41.2909,1.59551,0
40.9147,-1.27541,0
41.5808,-0.663884,0
37.7769,-1.44956,0
43.2245,-7.73483,0
36.8461,-3.4961,0
42.1552,-8.50301,0
42.8618,-7.14449,0
37.3728,-1.95998,0
38.2292,-1.3145,0
38.8903,-1.78555,0
40.8404,-2.89059,0
41.6545,-2.50926,0
39.0991,-3.17961,0
39.9781,-3.15704,0
43.2398,-8.12846,0
43.101,-8.34966,0
39.958,-3.56285,0
40.5072,-3.87727,0
37.7115,-1.60591,0
39.4775,-2.71329,0
37.7573,-3.70316,0
37.7735,-3.74156,0
39.525,-3.52242,0
38.8365,-0.863905,0
39.8989,-5.67655,0
37.1456,-1.98816,0
38.0044,-4.34705,0
41.7318,1.74522,0
41.7382,1.50534,0
36.8723,-2.33075,0
41.6282,2.38075,0
41.8009,1.92944,0
41.8571,2.5055,0
38.6713,-0.887022,0
41.5242,-0.391249,0
37.8773,-4.75843,0
41.4856,0.868433,0
37.549,-5.04251,0
43.343,-7.54141,0
42.7277,-1.61879,0
38.6521,-0.472399,0
42.1563,-7.75736,0
41.6297,-5.78867,0
37.8898,-4.72022,0
43.5275,-7.25802,0
38.0504,-3.30196,0
41.1603,1.39595,0
42.8171,-8.57183,0
39.2761,-5.85632,0
36.7474,-3.35887,0
37.6413,-1.03782,0
37.648,-1.02679,0
38.826,-0.895311,0
37.8479,-1.10813,0
39.8163,-0.21198,0
39.673,-0.301237,0
39.7983,-0.41674,0
40.1967,-0.916529,0
41.4108,-1.17159,0
41.0485,-1.27692,0
39.4745,-0.608059,0
39.5318,-1.1717,0
39.5085,-1.68341,0
43.1936,-8.76772,0
37.2884,-5.97857,0
41.4676,0.266008,0
36.7733,-3.58112,0
41.859,2.76724,1
43.3565,-4.09439,1
36.6924,-6.16025,1
41.6232,-3.68774,1
39.543,-0.451521,1
41.6258,-1.00963,1
41.7894,1.89781,1
38.8169,0.022207,1
42.0077,-5.66326,1
38.143,-3.72285,1
39.633,2.73334,1
41.3132,-2.0022,1
40.2904,-3.69629,1
43.3891,-5.80372,1
39.5387,-2.25457,1
40.753,0.606421,1
39.7917,-5.69539,1
40.5198,-3.65695,1
37.1817,-3.92856,1
37.8229,-0.810341,1
37.554,-2.61374,1
36.1416,-5.45116,1
38.0382,-1.14934,1
