0,1159,36299
1,1601,9
2,507,1470
3,15045,1468
4,2596,35629
5,1694,6
6,1318,35629
7,1070,4
8,1924,2
9,3744,23
10,5737,8
11,10267,25
12,2331,11
13,1842,0
14,524,17
15,6124,14
16,2687,10
17,921,12
18,3352,29850
19,2797,38580
20,534,18554
21,941,360
22,6612,15112
23,6196,3656
24,2535,21099
25,928,25296
26,1666,38608
27,502,18837
28,5243,1252
29,539,1470
30,3055,23
31,17239,1447
32,10761,1115
33,1572,771
34,1440,775
35,11248,1500
36,7120,2035
37,6648,2035
38,11267,1500
39,6925,17678
40,11715,30238
41,1348,33
42,9442,9919
43,3030,36434
44,4644,36
45,861,26622
46,5017,10300
47,3201,19063
48,6640,19065
49,18398,39
50,630,2693
51,2171,4888
52,5312,16598
53,2676,42
54,2159,281
55,810,43
56,18550,32222
57,1124,14284
58,1474,36992
59,1190,2112
60,2911,44
61,2762,2253
62,2720,888
63,5786,10121
64,8782,1491
65,8636,49
66,3541,50
67,14026,36969
68,6950,922
69,12578,53
70,584,17906
71,783,2543
72,1070,74
73,1724,19521
74,2102,10426
75,5268,30551
76,8892,25870
77,1613,11363
78,987,19645
79,1180,38904
80,5375,36508
81,4991,38814
82,5795,32870
83,7437,4507
84,4562,15398
85,1692,21342
86,1956,29459
87,3685,20237
88,4109,17842
89,1617,68
90,2978,25783
91,2253,29089
92,1172,8326
93,1294,15072
94,2051,2315
95,898,29961
96,1015,3579
97,3351,7590
98,2592,17718
99,741,37483
100,1756,5857
101,2818,2640
102,2110,16621
103,1386,29803
104,4417,16865
105,1569,78
106,3547,79
107,6480,287
108,2079,2288
109,2853,16954
110,5320,83
111,1217,6273
112,3640,5830
113,541,3515
114,9286,89
115,3356,144
116,13415,90
117,10457,4303
118,8435,640
119,628,972
120,2148,31338
121,6470,92
122,512,26451
123,6331,93
124,6853,993
125,5270,1009
126,530,849
127,10586,14968
128,12701,876
129,4242,4768
130,1013,99
131,2139,793
132,2734,100
133,8411,122
134,4923,27871
135,4536,4207
136,6114,4304
137,2490,102
138,6816,107
139,765,149
140,2436,3222
141,866,4246
142,4998,2742
143,3500,3222
144,3132,151
145,6063,107
146,2406,109
147,4888,106
148,2516,110
149,702,32211
150,6056,5996
151,4406,12511
152,3412,6799
153,2797,6799
154,4855,12511
155,1224,35740
156,3924,32804
157,3899,4244
158,1403,36892
159,3412,15932
160,1498,118
161,3025,1367
162,809,99
163,1665,793
164,4365,3450
165,2209,10990
166,1017,99
167,2143,793
168,3100,12678
169,1519,126
170,3562,128
171,544,30590
172,6752,32049
173,13237,3421
174,5706,32049
175,1222,30014
176,12166,3421
177,7644,32646
178,2228,131
179,5077,3818
180,6575,538
181,4649,1776
182,14589,20522
183,2853,19992
184,3736,11858
185,4836,524
186,2026,4893
187,1638,15915
188,4939,87
189,5463,38578
190,2017,142
191,3285,144
192,4461,40160
193,1253,72
194,3136,40791
195,5487,140
196,5457,18096
197,814,150
198,2452,151
199,4590,2742
200,5243,107
201,700,4246
202,6044,155
203,10854,26531
204,926,26532
205,12176,152
206,4608,156
207,4017,4335
208,2349,158
209,4086,12108
210,5407,23398
211,5188,161
212,2227,38055
213,2044,10176
214,952,4994
215,7299,17454
216,11732,10479
217,6621,8125
218,5974,37003
219,2308,165
220,3138,8123
221,734,14212
222,2223,10368
223,2420,171
224,3709,172
225,3803,19961
226,2004,17286
227,1428,7012
228,1434,18325
229,3584,39110
230,2149,8120
231,7886,17385
232,1533,21203
233,1997,10296
234,6433,10173
235,3222,178
236,2214,27063
237,910,10265
238,2676,10297
239,1201,41260
240,1265,11332
241,826,41280
242,1714,7873
243,1225,32943
244,1348,10652
245,4590,17854
246,3251,28914
247,776,18118
248,2100,18383
249,8745,36939
250,2136,31639
251,2072,30827
252,709,10053
253,2580,10052
254,11394,22021
255,534,17549
256,3460,30431
257,13865,24838
258,6983,30426
259,2379,212
260,8167,194
261,2034,3109
262,8870,35396
263,2158,198
264,6000,3135
265,2254,39889
266,4699,16145
267,2303,2961
268,6677,11980
269,2428,3634
270,6672,11980
271,5468,39882
272,3854,200
273,541,16144
274,6382,26628
275,1795,32952
276,10287,208
277,15342,28040
278,6763,10029
279,13807,209
280,4519,6251
281,7168,32773
282,695,27058
283,4034,13279
284,2437,1993
285,10931,25616
286,1125,32409
287,2191,217
288,6311,17378
289,520,33676
290,3697,2912
291,2347,22190
292,2044,219
293,2535,220
294,510,14078
295,3588,24046
296,1473,10382
297,4056,225
298,1148,22436
299,1431,9957
300,823,224
301,503,228
302,2887,23602
303,726,229
304,1526,232
305,1333,234
306,1736,23602
307,865,3964
308,1293,23602
309,939,230
310,2164,234
311,6205,16629
312,567,231
313,2209,236
314,759,237
315,645,31845
316,2853,10595
317,3762,12973
318,828,3964
319,1791,232
320,1204,234
321,535,13686
322,1042,238
323,1182,31847
324,532,10663
325,6082,7447
326,837,25449
327,3125,32011
328,1195,244
329,1242,10832
330,608,37274
331,5906,8004
332,4170,35017
333,2382,17658
334,1585,34683
335,1797,30985
336,1573,19373
337,2576,16432
338,6832,24408
339,6121,19997
340,886,3356
341,1509,17280
342,2565,1515
343,1447,22569
344,2683,253
345,7243,254
346,9337,36644
347,2399,7176
348,5042,27871
349,3335,103
350,2897,256
351,2259,17024
352,2595,7409
353,2524,30483
354,1884,260
355,539,31659
356,3282,261
357,2731,31658
358,1105,3241
359,1983,13857
360,896,10465
361,4194,17304
362,753,22036
363,660,31745
364,3130,16263
365,4967,2709
366,5227,23174
367,4774,8079
368,2549,272
369,6079,23997
370,1018,22753
371,2043,321
372,576,41358
373,1183,23074
374,1742,277
375,501,20346
376,2916,278
377,1177,279
378,907,280
379,2586,10671
380,543,38085
381,1760,18495
382,2315,4888
383,4595,282
384,1442,283
385,1918,23021
386,1577,284
387,2305,2023
388,2211,38016
389,2383,289
390,4745,39545
391,9154,18306
392,3871,287
393,7644,319
394,9251,7857
395,6519,316
396,7713,38041
397,5441,315
398,8251,7815
399,3402,7829
400,3269,299
401,1845,301
402,2738,4468
403,1900,18180
404,1281,19270
405,3997,26886
406,6364,10469
407,1217,21890
408,4727,32473
409,8990,10624
410,2980,10622
411,5191,17422
412,3335,14733
413,1214,10706
414,1167,10707
415,707,10708
416,3059,37268
417,2755,32573
418,5058,1726
419,574,10733
420,4347,6552
421,3444,14643
422,2046,19575
423,5435,312
424,5748,296
425,4895,314
426,8374,11311
427,6246,7845
428,4750,317
429,750,37327
430,10708,318
431,2124,291
432,4576,3306
433,754,32127
434,2725,10737
435,1691,2652
436,6517,20068
437,7092,21823
438,17701,270
439,9178,18214
440,1991,18224
441,1299,37384
442,668,329
443,6331,38121
444,8121,38568
445,10095,334
446,2316,335
447,2581,29661
448,2585,5358
449,3034,12665
450,12627,1251
451,3246,34383
452,2193,267
453,1585,342
454,6026,343
455,6132,16288
456,5350,16261
457,4135,5503
458,548,2498
459,6927,2362
460,1953,924
461,1020,31937
462,1109,35566
463,3006,2106
464,4865,941
465,2843,347
466,4305,941
467,3953,939
468,2844,2106
469,1088,10312
470,1048,16259
471,6138,10090
472,2134,16290
473,2717,35588
474,1944,16290
475,3300,26047
476,2691,37278
477,2760,15
478,1710,15227
479,1555,29827
480,1598,16
481,1130,357
482,1313,359
483,1832,363
484,1582,361
485,2352,364
486,1038,365
487,3901,10389
488,702,367
489,5449,887
490,1735,16054
491,2834,19657
492,1409,11644
493,5004,29109
494,3264,30808
495,3034,25733
496,1230,30806
497,1301,1218
498,11998,2056
499,1205,35212
500,946,35212
501,11830,2056
502,6416,1688
503,5311,31330
504,507,26146
505,942,12663
506,1962,20027
507,10683,12233
508,1117,13014
509,3179,384
510,4776,9831
511,782,377
512,5263,7473
513,3816,449
514,1210,35303
515,1990,5609
516,2117,29791
517,1634,380
518,2388,32651
519,2599,6065
520,2547,25828
521,4217,31329
522,2467,374
523,4359,9831
524,518,16861
525,4029,29289
526,961,20091
527,3595,1293
528,3623,433
529,3769,462
530,1723,3503
531,1570,391
532,1182,3505
533,2504,40935
534,1957,22115
535,1943,32812
536,2067,6225
537,1499,5945
538,2013,5834
539,977,32238
540,652,30289
541,3680,16465
542,1274,398
543,2721,399
544,5641,10629
545,5148,10629
546,7212,407
547,3658,30738
548,8239,32814
549,2820,41378
550,10052,26095
551,4778,39553
552,976,3815
553,3718,2059
554,621,1003
555,4815,408
556,5371,19455
557,1398,16053
558,4604,29109
559,2652,19657
560,1010,11644
561,836,22414
562,1564,31621
563,5167,35294
564,3282,31628
565,5094,8013
566,2998,414
567,2168,1830
568,3340,31574
569,4815,7702
570,3198,31574
571,1485,33164
572,5153,16906
573,6148,37572
574,1100,11412
575,5278,38042
576,3678,15319
577,541,6117
578,1491,423
579,2169,381
580,855,4776
581,1801,25374
582,1432,24153
583,3419,38190
584,4089,36738
585,671,7475
586,3429,16257
587,2406,26767
588,2678,12672
589,1076,39756
590,777,31764
591,1126,432
592,1250,6880
593,1265,387
594,1241,3844
595,898,387
596,2344,31447
597,2660,19963
598,1081,16941
599,2357,9828
600,1193,435
601,2556,431
602,2555,461
603,4724,9904
604,3598,11192
605,1795,11189
606,4847,12708
607,4702,36764
608,3143,11192
609,4508,36764
610,1342,11189
611,4394,12708
612,3801,440
613,13014,1256
614,6281,25053
615,1264,5665
616,3081,40014
617,8227,41092
618,5246,7479
619,4741,5163
620,1423,7814
621,3628,2530
622,5074,7473
623,2278,31657
624,4516,36740
625,577,35923
626,1582,452
627,2709,14736
628,4772,35027
629,1893,6507
630,2458,33007
631,2523,6094
632,1616,5703
633,2761,460
634,2119,458
635,2071,15408
636,512,14635
637,4027,439
638,4030,441
639,526,10228
640,1422,8168
641,664,8170
642,842,9749
643,2023,16692
644,548,13680
645,4791,31780
646,1139,22162
647,2849,5694
648,3477,1245
649,3983,221
650,4254,466
651,4820,18671
652,6884,39543
653,3538,27953
654,9506,23753
655,612,28252
656,7424,29696
657,1126,39486
658,1255,19146
659,4073,27782
660,2826,16384
661,3221,19420
662,2652,418
663,842,7298
664,7757,13034
665,5326,16505
666,756,5807
667,2332,16281
668,4200,17398
669,3065,29092
670,4369,15997
671,1944,30444
672,1890,11125
673,8197,14545
674,3907,26945
675,6809,3820
676,5494,485
677,5873,997
678,14730,23691
679,1087,25868
680,641,18331
681,5215,23716
682,831,17766
683,4371,25954
684,4659,32031
685,5462,910
686,6178,31872
687,607,39659
688,2773,3874
689,3794,495
690,4329,544
691,11363,24971
692,6790,592
693,1478,38203
694,940,502
695,1916,6031
696,879,1174
697,8665,506
698,5743,509
699,3507,1390
700,7845,504
701,6390,40254
702,5705,6218
703,1897,127
704,5757,533
705,3229,33453
706,520,31848
707,5093,32450
708,7825,11002
709,580,32376
710,5128,2940
711,4365,2940
712,2871,12538
713,583,518
714,12477,900
715,4192,2940
716,3135,12538
717,7871,32377
718,1092,854
719,6983,11969
720,7244,519
721,6657,11969
722,8400,519
723,5548,11974
724,7759,5356
725,6859,510
726,12781,25263
727,11989,25263
728,7341,510
729,11778,1031
730,4232,505
731,7605,39997
732,8019,32999
733,3137,534
734,2666,973
735,8117,31821
736,706,530
737,3927,595
738,1880,973
739,8145,31821
740,8352,31821
741,3214,595
742,3215,534
743,6757,614
744,995,543
745,4995,532
746,2818,536
747,2518,529
748,2450,529
749,3178,536
750,1845,2959
751,3595,514
752,9405,31928
753,11689,31906
754,8632,125
755,1190,543
756,511,542
757,8717,533
758,12718,3421
759,5291,30591
760,6324,32543
761,5044,37392
762,3164,32049
763,6579,614
764,8686,125
765,15523,555
766,4363,3822
767,4461,24207
768,10161,32678
769,3247,22062
770,3685,31986
771,4346,12627
772,5160,31870
773,2783,39214
774,10187,27872
775,514,39417
776,7566,553
777,3990,554
778,2263,41238
779,5667,558
780,5813,1012
781,4999,16881
782,9442,560
783,1144,539
784,7303,30591
785,1928,32055
786,22577,586
787,15993,5355
788,5007,35545
789,4390,564
790,2124,566
791,1846,32050
792,6115,567
